state,file_name,scheme_text
Maharashtra,state_maharashtra_doc_9.txt,"
Maharashtra government is going to change the eligibility criteria to “One Family One House” for beneficiaries in government housing schemes. This rule is being changed as an aftermath of the Bombay High Court order. Now under One Family One House Scheme, a person will not be eligible to get a flat in a government scheme if he or his immediate family has previously been allotted a flat anywhere in Maharashtra.
In the FY 2018, Bombay High Court was hearing a plea that no other house will be allotted to a beneficiary if he has already 1 under govt. housing scheme. In this One Family One House scheme, a person and immediate family will only have 1 house anywhere in the state.
This rule will even apply in case the beneficiary is a judge or a bureaucrat. The challenge in HC was to an allotment made to a society of sitting HC judges in the suburbs of Mumbai.



(adsbygoogle=window.adsbygoogle||[]).push({});

Maharashtra One Family One House Scheme 2019
As per the existing policy, there are restrictions only on a second home in a government scheme in the same district. Several politicians and bureaucrats are taking benefits of this provision on multiple occasions. So, the housing department has made a new policy of One Family One House Scheme 2019. 
This new scheme will soon be tabled before the cabinet committee of Maharashtra in next few weeks. This policy of One Person One Home in govt. housing schemes is expected to get cabinet approval. The state govt. has already committed to unveil the policy to the Bombay high court. 


(adsbygoogle=window.adsbygoogle||[]).push({});

This norm will remain applicable to the beneficiary immediate family such as wife or dependent child to ensure that ineligible beneficiary does not get second house in name of family member. It is still not known that whether norm is applicable for free-housing rehabilitation schemes or not. 
The state govt. is seeking advice of law department on whether norm should also apply to rehabilitation schemes. In this schemes, govt. provides buildable area incentives in lieu of free rehabilitation of occupiers.





(adsbygoogle=window.adsbygoogle||[]).push({});

Content Source / Reference Link: https://www.freepressjournal.in/mumbai/one-family-one-house-in-housing-scheme-for-maharashtra-cabinets-nod-expected-soon
SAVE AS PDF
"
Maharashtra,state_maharashtra_doc_63.txt,"
Maharashtra govt. is soon going to start Open School Board (OSB) Scheme. Subsequently, OSB Scheme will provide an opportunity to left-out candidates to complete their school education outside the formal school education system. Accordingly students, sportsmen and other candidates who miss-out or did not get the opportunity to appear for school exams can avail benefits.
Maharashtra state cabinet has approved this OSB scheme on 13 March 2018. Maharashtra education department will start this state open board on the lines of open university.
This Open School Education Board will enable students to study and complete their basic education. Furthermore, candidates will also get certificates after the completion of their school education.



(adsbygoogle=window.adsbygoogle||[]).push({});

Maharashtra Open School Board (OSB) Scheme – Details
The important features and highlights of this open school education board scheme are as follows:-

All the people who are deprived of mainstream education or have drop-out due to any reason can avail benefits of OSB scheme. Such people can complete their education via OSB scheme.
Subsequently most adult workers and housewives will get an opportunity to appear for school exams under OSB Scheme.
This Open School Board will function under the Maharashtra State Board of Secondary and Higher Secondary Education.
In addition to this, syllabus of Maharashtra Open School Board will be different from regular syllabus of Secondary Education Board.
Subjects – OSB board will have the following subjects:-

Agriculture
Economics
Science and Technology
Bakery Production
Screen Printing
Information Technology and Cooperatives


OSB will also consists of Marathi, English, Hindi, Urdu, Gujarati and Sanskrit languages.

Education is the most important part of one’s life as it develops and foster them. Moreover, people can get job opportunities after proper education. However, some deprived sections of the society does not have access to quality education. Even some regular school students have to drop-out and leave their studies due to various personal reasons.


(adsbygoogle=window.adsbygoogle||[]).push({});

Accordingly, this Open School Board scheme will enable them to complete their school education without even going to schools. Subsequently this open school education board is for all candidates who missed the opportunity to complete their school education. 





(adsbygoogle=window.adsbygoogle||[]).push({});

SAVE AS PDF
"
Maharashtra,state_maharashtra_doc_44.txt,"


Table of Contents

Maharashtra Kanya Van Samruddhi Yojana – Application Form & Features1. Kanya Van Samruddhi Yojana Application Form 20182. Kanya Van Samruddhi Yojana Features
Maharashtra government has announced the launch of a new scheme “Kanya Van Samruddhi Yojana”. Under this scheme, govt. will give plant saplings to each family of farmers where girl children is born. From now onward, any farmer’s family blessed with a girl child between 1 April to 31 March i.e anytime in an year can fill the application form to get plant saplings. This scheme will benefit around 2 lakh families of farmers per year.
CM Devendra Fadnavis has approved this scheme in the cabinet meeting held on 27 June 2018. This scheme will also ensure that the income from these newly planted trees can be utilized to safeguard the future of girls.
This scheme will result in women empowerment and will also promote tree plantation. However, this scheme is applicable for maximum 2 girl children in a family. 



(adsbygoogle=window.adsbygoogle||[]).push({});

Maharashtra Kanya Van Samruddhi Yojana – Application Form & Features
All the farmers can check the application form and features of this free plant saplings:-
1. Kanya Van Samruddhi Yojana Application Form 2018
Any farmers family in the state blessed with a girl child between 1 April of the current year and 31 March of the next year can make registration. For this reason, farmers will have to submit an application form with the gram panchayat. 


(adsbygoogle=window.adsbygoogle||[]).push({});

Kanya Van Samriddhi Yojana Maharashtra
Farmers will also have to produce the birth certificate of the girl children. After verification, each household will get 10 free of cost plant saplings from the forest department.
2. Kanya Van Samruddhi Yojana Features
The important features and highlights of this scheme are as follows:-

Govt. will provide absolutely free plant saplings to all those families of farmers where girl is born.
Each farmer will get 10 free of cost plant saplings.
Beneficiaries are required to plant saplings between 1 July and 7 July.
All the income earned from these trees will be utilized by the families to safeguard the future of girls.
Plants saplings will be of different varieties – teakwood, mango, jackfruit, black plum and tamarind.
Farmers can avail this benefit for maximum of 2 girls in a single family.

Govt. is also going to assist all the beneficiaries under the Horticulture Scheme. Every year, approx. 2 lakh farmers families (10 lakh people) will get benefited from this scheme.





(adsbygoogle=window.adsbygoogle||[]).push({});

SAVE AS PDF
"
Maharashtra,state_maharashtra_doc_54.txt,"
The revamped mega health insurance scheme of state government of Maharashtra has been re-scheduled to launch on 21st October. Rajiv Gandhi Jeevandayee Arogya Yojana (RGJAY), which was revamped as the Mahatma Jyotiba Phule Jan Arogya Yojana (MJPJAY) in August, was scheduled to be launched last Saturday but the deadline has been missed.
The reasons of the delay are some technical and administrative reasons as reported by the asianage.com.
Under the revamped Mahatma Jyotiba Phule Jan Arogya Yojana (MJPJAY) will provide insurance for over 1100 ailments instead of 900, as was the case in the earlier scheme.



(adsbygoogle=window.adsbygoogle||[]).push({});

However, the doctors in the state civil hospitals are still working as per the older RGJAY scheme.
The complete details about the scheme would be available once the scheme is launched.


(adsbygoogle=window.adsbygoogle||[]).push({});






(adsbygoogle=window.adsbygoogle||[]).push({});

SAVE AS PDF
"
Maharashtra,state_maharashtra_doc_14.txt,"
City and Industrial Development Corporation Maharashtra has planned to provide 90,000 homes under its mega CIDCO Lucky Draw Housing Scheme in Navi Mumbai. This CIDCO lucky draw 2019 would be a part of the Prime Minister’s flagship “Housing For All (HFA) by 2022” scheme. All the affordable houses would be sold through lottery by July end or August 2019.
All the flats under CIDCO Maharashtra Lucky Draw Housing Scheme 2019 are meant for economically weaker sections (EWS) and low-income groups (LIG). These new houses would be constructed under the Pradhan Mantri Awas Yojana (PMAY) housing scheme.
CIDCO has all the permission in place and till the June end, the tender for construction of 90,000 flats would be opened by July or August. All of these newly constructed houses would be put up for sale through a lottery.



(adsbygoogle=window.adsbygoogle||[]).push({});

CIDCO Maharashtra Lucky Draw Housing Scheme 2019
CIDCO Maharashtra will provide around 90,000 affordable houses under this new Lucky Draw Housing Scheme 2019. The prices of these houses would be 20% to 30% cheaper than those offered by private developers in the open market. Moreover, buyers will get more flexibility in making payment and all the lottery winners can pay for homes as the construction progresses. Just like the previous CIDCO scheme for 14,000 homes, this scheme will also remain hit.
CIDCO Lucky Draw 2019 Scheme has caused a stir in the Mumbai’s real estate market. There is already a demand of 2 lakh homes and supply is almost nil. But the quality and location of CIDCO houses is not as desirable as those homes offered by private developers. Private developer choose sites close to railway stations, markets, schools and thus asks for higher premium amount.


(adsbygoogle=window.adsbygoogle||[]).push({});

However, the new CIDCO Maharashtra housing scheme is going to boost development of local infrastructure. Moreover, the CIDCO’s affordable housing scheme will help buyers who cannot afford a private project. As the houses offered by either CIDCO or MHADA are affordable, so every year there are so many applicants for housing lotteries. It is expected that the project would bring much needed correction in an overpriced market.
All the houses provided by CIDCO are cheaper and comes at reasonable rates. In addition to this, there is no cheating, fraud or delay in the housing projects. A buyer feels more confident in buying a government-developed house. In the area, government rates range in the Rs. 4,500 to 5,000 per sq.ft bracket. This ready reckoner rate varies from area to area. CIDCO is selling houses at Rs 6,000 per sq.ft as compared to Rs. 9,000 per sq.ft price of a private developer.





(adsbygoogle=window.adsbygoogle||[]).push({});

Content Source / Reference Link: https://www.dnaindia.com/mumbai/report-dna-exclusive-cidco-lines-up-lucky-draw-for-90000-homes-in-navi-mumbai-2760561
SAVE AS PDF
"
Maharashtra,state_maharashtra_doc_59.txt,"
Palakmantri Earth Moving Machines Kharedi Yojana is a new scheme announced by the Maharashtra Government in the 2016-17 budget session. Under the scheme, the government will provide training to the rural youth for employment.
Apart from the training, the government will also facilitate loans to the skilled/trained rural youth from the nationalized banks to buy earth moving machines. The bought machinery will be deployed in NREGA, construction of roads and dams.
Palakmantri Earth Moving Machines Kharedi Yojana
Through Palakmantri Earth Moving Machines Kharedi Yojana, the government want to provide job opportunities and create rural entrepreneurs. In the countryside, most roads that connect to the farms are not in a good condition and lack means of transport. There was a long-pending demand to modernize these roads.



(adsbygoogle=window.adsbygoogle||[]).push({});

The government has set aside Rs. 100 Crores for the Palakmantri Earth Moving Machines Kharedi Yojana in the 2016-17 budget. The government has announced some other schemes for the betterment of agriculture sector in the state including the Palakmantri Panand Raste Yojana. 
The government has earmarked Rs 25,000 crore alone for the agriculture sector with a great focus on implementing new rural start-up schemes.


(adsbygoogle=window.adsbygoogle||[]).push({});






(adsbygoogle=window.adsbygoogle||[]).push({});

SAVE AS PDF
"
Maharashtra,state_maharashtra_doc_10.txt,"


Table of Contents

Maharashtra CM Employment Generation Programme (CMEGP)CMEGP Maharashtra Online Application Form 2020Visit official websiteApply online link for individualApplication form for individual applicantsMaharashtra CMEGP Scheme Implementation
Maharashtra government has started Chief Minister’s Employment Generation Programme for Micro, Small and Medium Enterprises (MSMEs). This CM Employment Generation Program is expected to create 10 lakh jobs in the upcoming 5 years. The flagship CMEGP programme of the Industries Department would have 30% reservation for women entrepreneurs. Individuals / Non individuals can now apply online for CMEGP Program and fill application / registration form and make login at maha-cmegp.org.in
Individual Entrepreneurs, Institutions, Co-operative Societies, Self Help Groups, Trusts would be CMEGP Programme beneficiaries. The beneficiary contribution would be low in order to facilitate setting up of more enterprises through CM Employment Generation Programme.
Providing Jobs to the educated unemployed youths is a major issue now a days which would be addressed through CMEGP program.



(adsbygoogle=window.adsbygoogle||[]).push({});

Maharashtra CM Employment Generation Programme (CMEGP)
The state govt. would start CM Employment Generation Programme in which govt. aims to setup 1 lakh units in 5 years. Around 40% of these units would be started in rural areas. The target is to setup 10,000 micro ventures by 1st generation entrepreneurs. Following the similar lines of the Prime Minister’s Employment Generation Programme (PMEGP), there would be CMEGP online application form and other procedures.
CMEGP Maharashtra Online Application Form 2020


Below is the complete process to fill CMEGP Maharashtra online application form:-


(adsbygoogle=window.adsbygoogle||[]).push({});


Total Time: 5 minutes


Visit official website
Firstly visit the official website at https://maha-cmegp.org.in/homepage



Apply online link for individual
At the homepage, click at the “Online Application Form for Individual” link or directly click this link as shown below:-



Application form for individual applicants
Accordingly, the CMEGP online application form for individual applicants will appear as shown below:-




All the applicants can read CMEGP guidelines before filling the online application form and making registration by entering all the necessary details accurately. Then the registered users can make login using the link given here – https://maha-cmegp.org.in/login?userType=INDIVIDUAL. Furthermore, it is important to note that the similar process is to be followed while filling CMEGP online application form for Non-Individual.
Maharashtra CMEGP Scheme Implementation
CMEGP Scheme aims to promote entrepreneurship and to tackle the issues related to unemployment. The new Chief Minister’s Employment Generation Programme will provide financial assistance as a viability gap funding. This funding would be for approved project cost of upto Rs. 50 lakh for manufacturing activities and upto Rs. 10 lakh for service sector activities.
Maharashtra CMEGP programme will cover manufacturing, service and agro-based activities, including those in retail. The complete plan for the concept, design and approvals of the scheme from preparation to implementation stages has already been made. The nodal bank for the CMEGP programme will be Corporation Bank and beneficiaries will be financed by nationalised and private sector banks like Yes Bank, ICICI Bank and HDFC Bank.
In addition to this, the state govt. will develop 50 new industrial parks at taluka level. In order to meet the high demand for jobs, CM Employment Generation Programme for MSMEs would be a “game changer” in the coming days. This is a very good initiative by state government and shows that the govt. is aware about employment issues which is low since independence.





(adsbygoogle=window.adsbygoogle||[]).push({});

Content Source / Reference Link: http://www.newsonair.com/News?title=Maharashtra-govt-to-launch-Chief-Minister%26%2339%3Bs-Employment-Generation-Programme-for-MSMEs&id=365107, https://maha-cmegp.org.in/homepage
SAVE AS PDF
"
Maharashtra,state_maharashtra_doc_34.txt,"
Maharashtra govt. plans to extend the Chief Minister’s Agricultural Solar Feeder Scheme in the entire state after the success of its pilot project. Previously, the pilot project of the CM Agri Solar Scheme was introduced last year in 2 places in Ralegan Siddhi in Ahmednagar and Kolambi in Yavatmal. This scheme will provide electricity to the farmers during day time. 
CM’s Agricultural Solar Feeder Scheme is a game changer and now the solar units are going to be set up on the government land where there is evacuation facility. This scheme will ensure low cost power supply to farmers. 
CM’s Agri Solar Scheme is an initiative towards low cost power for agricultural consumers through the green power.



(adsbygoogle=window.adsbygoogle||[]).push({});

Maharashtra CM’s Agricultural Solar Feeder Scheme to be Extended
CM Solar Agriculture feeder Scheme was launched on 14 June 2017 which aims to provide the following benefits:-

Low cost Power to Agri-consumers.
Availability of electricity during day time.
Reduction in cross subsidy on industrial & commercial consumers.

Mahagenco with the help of MSEDCL and MEDA to implement CM’ Agri Solar Scheme under public private partnership (PPP) mode. Under this CM Agri Solar Scheme, farmers are supplied with power during the day with the hep of solar generation. Moreover, the privatization of power distribution for Malegaon and Kalwa-Mumbra sections is on fast track. The tendering process is underway now and the entire process is likely to be completed soon.


(adsbygoogle=window.adsbygoogle||[]).push({});

The privatization of Bhiwandi is successful and hence the state govt. has decided to go in for privatization of power supply in the 2 areas, where the bill collection is very low. A number of companies have participated in the tendering process which also includes the Torrent Power company. 
In the recent days, the total number of power consumers has been increased from 2.15 crore to 2.45 crore. To meet these growing demands, company is taking every possible effort. Recently, the state faces an acute shortage of meters as the 16 lakh meters supplied by the 2 companies, one from Hyderabad and other from UP were found faulty and needs to be replaced on priority. These 2 companies have been blacklisted and the legal process for recovery of losses is ongoing.
The state discom, Mahavitaran is going to reduce its transmission and distribution losses from 17.50% to 14.50%. The state govt. has performed well to bring power scheme to a good position as regards to supply, distribution and reducing the problems which were faced earlier.





(adsbygoogle=window.adsbygoogle||[]).push({});

SAVE AS PDF
"
Maharashtra,state_maharashtra_doc_17.txt,"
महाराष्ट्र संजय गाँधी निराधार अनुदान योजना 2019 ऑनलाइन आवेदन / पंजीकरण पत्र अब sjsa.maharashtra.gov.in पर उपलब्ध है, महाराष्ट्र राज्य में संजय गाँधी निराधार अनुदान स्कीम के लिए आवेदन करेंMaharashtra govt. is inviting Sanjay Gandhi Niradhar Anudan Yojana online application form at sjsa.maharashtra.gov.in. This is a state sponsored pension scheme for destitute people below the age of 65 years. People can now download Sanjay Gandhi Niradhar Anudan Yojana form pdf and apply online to get their name included in the Sanjay Gandhi Niradhar Anudan Pension Scheme list of beneficiaries.
Sanjay Gandhi Niadhar Anudan Yojana Online Application PDF download is available at the offices of Collector / Tehsildar / Talathi. This pension scheme is a special financial assistance scheme for destitute citizens.
Interested old age people can apply online for Sanjay Gandhi Niradhar Anudan Yojana in Maharashtra and download application form PDF at the official website to avail pension scheme benefits.



(adsbygoogle=window.adsbygoogle||[]).push({});

Sanjay Gandhi Nirahar Anudan Yojana Online Apply Maharashtra
Sanjay Gandhi Niradhar Anudan Yojana is an ambitious pension scheme which is run by the Maharashtra state government. Social Justice and Special Assistance (SJSA) department is responsible for the successful implementation of Sanjay Gandhi Niradhar Anudan Pension Scheme. Now people can apply online at sjsa.maharashtra.gov.in. The important features and highlights along with the Sanjay Gandhi Niradhar Anudan Yojana Maharashtra online apply process is given below:-


Scheme
Detailed Information


Name of Scheme
Sanjay Gandhi Niradhar Anudan Yojana


Funding by
State Sponsored


Scheme Objective
Financial Assistance / Pension Scheme


Beneficiary Category
All Category


Application Process
Under this scheme application is submitted to Collector Office / Tahsildar / Talathi


Category of Scheme
Special Assistance / Pension Scheme


Contact Office
Collector Office / Tahsildar / Talathi


For details of the Sanjay Gandhi Niradhar Anudan Yojana for destitute people – Click Here


(adsbygoogle=window.adsbygoogle||[]).push({});

Sanjay Gandhi Niradhar Anudan Yojana Maharashtra Eligibility & Benefits
Under this special assistance scheme for destitute people, Rs. 600 per month is given to a single beneficiary. In case there are 2 or more beneficiaries in the family, then Rs. 900 per month is given. However, the annual income of the family must not exceed Rs. 21,000. Here is the complete eligibility criteria for Sanjay Gandhi Niradhar Anudan Yojana for destitute people. To avail pension scheme benefits, destitute people below 65 years of age must fall in any of the below mentioned categories:-

Orphan Children
All types of handicapped
Person suffering from critical illness such as T. B. cancer, AIDS and leprosy
Destitute widows including those of farmers who committed suicide
Destitute divorced women and women in process of divorce
Women freed from prostitution
Outraged women

For complete details, visit the official page – Sanjay Gandhi Niradhar Anudan Yojana PDF





(adsbygoogle=window.adsbygoogle||[]).push({});

Content Source / Reference Link: sjsa.maharashtra.gov.in
SAVE AS PDF
"
Maharashtra,state_maharashtra_doc_64.txt,"
Maharashtra govt. has launched Asmita Scheme for women & girls. Subsequently, govt. will provide sanitary pads to girls in in rural areas at extremely lower prices. This scheme will promote hygiene and cleanliness among women during their menstruation period and also improve their health.
This scheme is to prevent the asmita (pride) of women and thus will result in “Women Empowerment”. Accordingly, Asmita Scheme will reduce the dropout rate in the state. This Maharashtra govt. scheme will benefit all the female students between 11 to 19 years of age to maintain personal hygiene.
Latest News – Maharashtra govt. has launched a new portal for Asmita Scheme – mahaasmita.mahaonline.gov.in. Now people can make voluntarily contribution (minimum Rs. 182.40) & become an Online Asmita Sponsor through this link – Click Here 



(adsbygoogle=window.adsbygoogle||[]).push({});

Maharashtra Asmita Scheme – Details
The important features and highlights of this scheme are as follows:-

Govt. will provide 8 small sanitary pads at just Rs. 24 and larger sized pads at Rs. 29.
Subsequently, all the girls studying in Zilla Parishad Schools can avail these packages at Rs. 5.
For this reason, govt. will launch an app for the distribution of pads in rural areas.
Asmita scheme will reduce the number of dropouts among schoolgirls.
It is essential as the women which does not maintain menstrual hygiene are more susceptible for reproductive compilation.
Under this scheme, all the female child between 11 to 19 years of age which remain absent for around 50 to 60 days per year during their menstruation period.
To tackle these problems, govt. will create awareness among girls and women in order to lead a healthy life.
Asmita Scheme will help woman and girls to maintain personal hygiene. Govt. will focus on making affordable sanitary pads available to female in rural areas.
Rural Development Department will act as a nodal agency to distribute sanitary napkins to women.

Govt. will implement this scheme with the help of Women Self-Help Groups. The primary objective is to increase the percentage of women using sanitary pads which currently stands at 17%. Due to shortage of sanitary napkins, the girls tend to miss schools.


(adsbygoogle=window.adsbygoogle||[]).push({});

Thus Asmita Scheme will help girls in maintaining hygiene and thus will lead to reduction in reproductive complications. Furthermore, govt. is also going to create awareness about the scheme.





(adsbygoogle=window.adsbygoogle||[]).push({});

SAVE AS PDF
"
